,Scenario,Learning rate assumptions,Net Present Cost [trillion USD]
1544,no transition,Equal - mean,171.80787274756
1545,no transition,Equal - mean,162.57038768502397
1546,no transition,Equal - mean,160.2657114351065
1547,no transition,Equal - mean,160.72679715966748
1548,no transition,Equal - mean,163.99936574787156
1549,no transition,Equal - mean,172.5951522556896
1550,no transition,Equal - mean,169.07879658903283
1551,no transition,Equal - mean,173.79296966516537
1552,no transition,Equal - mean,193.1090719980443
1553,no transition,Equal - mean,185.4296605738282
1554,no transition,Equal - mean,209.6190675809292
1555,no transition,Equal - mean,185.7862508604198
1556,no transition,Equal - mean,190.611622809496
1557,no transition,Equal - mean,185.23710417396396
1558,no transition,Equal - mean,149.7714599893243
1559,no transition,Equal - mean,170.5629726883123
1560,no transition,Equal - mean,167.71728710870966
1561,no transition,Equal - mean,186.4503937753616
1562,no transition,Equal - mean,197.50088510551856
1563,no transition,Equal - mean,178.47623285473878
1564,no transition,Equal - mean,187.73177997380438
1565,no transition,Equal - mean,194.3239662106616
1566,no transition,Equal - mean,190.305562557442
1567,no transition,Equal - mean,152.12126841151772
1568,no transition,Equal - mean,173.24622920467965
1569,no transition,Equal - mean,156.62451766876688
1570,no transition,Equal - mean,151.459885801636
1571,no transition,Equal - mean,168.44774397729563
1572,no transition,Equal - mean,189.74539585865156
1573,no transition,Equal - mean,184.11454235981387
1574,no transition,Equal - mean,178.17849786924907
1575,no transition,Equal - mean,168.77968585836174
1576,no transition,Equal - mean,182.73017797401485
1577,no transition,Equal - mean,167.48189928851153
1578,no transition,Equal - mean,185.83475269230038
1579,no transition,Equal - mean,179.11517847074438
1580,no transition,Equal - mean,192.69228454185728
1581,no transition,Equal - mean,171.72425060184418
1582,no transition,Equal - mean,156.19376775393232
1583,no transition,Equal - mean,183.0762711903172
1584,no transition,Equal - mean,170.10803808153375
1585,no transition,Equal - mean,169.6523807586547
1586,no transition,Equal - mean,171.36739979338174
1587,no transition,Equal - mean,182.801823061823
1588,no transition,Equal - mean,168.8160172120235
1589,no transition,Equal - mean,157.86790646064532
1590,no transition,Equal - mean,159.44215172665892
1591,no transition,Equal - mean,178.33019072664231
1592,no transition,Equal - mean,156.36689952600258
1593,no transition,Equal - mean,190.6498678596081
1594,no transition,Equal - mean,172.83233897251512
1595,no transition,Equal - mean,165.50764656498185
1596,no transition,Equal - mean,171.49698085241855
1597,no transition,Equal - mean,164.91605187942534
1598,no transition,Equal - mean,193.15810266871998
1599,no transition,Equal - mean,156.27246322339192
1600,no transition,Equal - mean,190.53442446705898
1601,no transition,Equal - mean,188.833472783133
1602,no transition,Equal - mean,199.45647340498223
1603,no transition,Equal - mean,191.55868853458819
1604,no transition,Equal - mean,176.52172246016752
1605,no transition,Equal - mean,247.11515945474338
1606,no transition,Equal - mean,176.74765369978394
1607,no transition,Equal - mean,172.94284894799438
1608,no transition,Equal - mean,170.57348406174393
1609,no transition,Equal - mean,193.14704597829424
1610,no transition,Equal - mean,161.22034689356633
1611,no transition,Equal - mean,169.9397238552146
1612,no transition,Equal - mean,162.12911014159118
1613,no transition,Equal - mean,182.94191513131776
1614,no transition,Equal - mean,187.93578582937025
1615,no transition,Equal - mean,175.29620901423908
1616,no transition,Equal - mean,189.48423389653195
1617,no transition,Equal - mean,165.55389804068858
1618,no transition,Equal - mean,163.03173889502875
1619,no transition,Equal - mean,174.39095945259257
1620,no transition,Equal - mean,181.72027564623053
1621,no transition,Equal - mean,195.0978696913146
1622,no transition,Equal - mean,183.84525737965018
1623,no transition,Equal - mean,177.4878015940576
1624,no transition,Equal - mean,180.5461832914153
1625,no transition,Equal - mean,166.11148033217518
1626,no transition,Equal - mean,198.55001866253073
1627,no transition,Equal - mean,184.19801263867018
1628,no transition,Equal - mean,148.8478965350203
1629,no transition,Equal - mean,172.094502794049
1630,no transition,Equal - mean,164.95525969159553
1631,no transition,Equal - mean,201.1034852868867
1632,no transition,Equal - mean,163.12099228288665
1633,no transition,Equal - mean,158.80396670982762
1634,no transition,Equal - mean,172.0354348038001
1635,no transition,Equal - mean,183.61540159600844
1636,no transition,Equal - mean,170.81051782218455
1637,no transition,Equal - mean,173.54452430668135
1638,no transition,Equal - mean,160.9349786917713
1639,no transition,Equal - mean,167.4461360055643
1640,no transition,Equal - mean,175.7544621028253
1641,no transition,Equal - mean,175.43645278986236
1642,no transition,Equal - mean,176.62129072470844
1643,no transition,Equal - mean,165.1298615261814
1644,no transition,Equal - mean,184.45727984715123
1645,no transition,Equal - mean,165.89297066712456
1646,no transition,Equal - mean,170.51937143393332
1647,no transition,Equal - mean,165.59445638932817
1648,no transition,Equal - mean,169.4642712548891
1649,no transition,Equal - mean,182.17120497705505
1650,no transition,Equal - mean,191.03215384265212
1651,no transition,Equal - mean,148.1583327514192
1652,no transition,Equal - mean,174.31271776647375
1653,no transition,Equal - mean,154.97756616703091
1654,no transition,Equal - mean,183.738063335375
1655,no transition,Equal - mean,178.30685666035856
1656,no transition,Equal - mean,147.75616308072438
1657,no transition,Equal - mean,179.6480172144105
1658,no transition,Equal - mean,170.0436609015519
1659,no transition,Equal - mean,175.7205455075723
1660,no transition,Equal - mean,153.47146628952538
1661,no transition,Equal - mean,178.66991324238043
1662,no transition,Equal - mean,177.36105444123442
1663,no transition,Equal - mean,174.10864664469793
1664,no transition,Equal - mean,178.96212169857034
1665,no transition,Equal - mean,200.16358643472333
1666,no transition,Equal - mean,183.2594716457938
1667,no transition,Equal - mean,176.2329388547542
1668,no transition,Equal - mean,162.51834454882484
1669,no transition,Equal - mean,174.9087363645259
1670,no transition,Equal - mean,182.79271560009255
1671,no transition,Equal - mean,165.359304886791
1672,no transition,Equal - mean,181.43504944240243
1673,no transition,Equal - mean,171.00439659469768
1674,no transition,Equal - mean,193.98362293783495
1675,no transition,Equal - mean,176.64522553356156
1676,no transition,Equal - mean,206.0621876373175
1677,no transition,Equal - mean,178.2445211829245
1678,no transition,Equal - mean,188.25087484913112
1679,no transition,Equal - mean,212.14644257685174
1680,no transition,Equal - mean,168.88351411725625
1681,no transition,Equal - mean,175.5054269410112
1682,no transition,Equal - mean,160.95128657189994
1683,no transition,Equal - mean,162.40273564893067
1684,no transition,Equal - mean,160.67449424246672
1685,no transition,Equal - mean,189.28167468305105
1686,no transition,Equal - mean,178.86830627291792
1687,no transition,Equal - mean,172.50006932318834
1688,no transition,Equal - mean,162.72132713251762
1689,no transition,Equal - mean,157.15404894403235
1690,no transition,Equal - mean,179.0616116881753
1691,no transition,Equal - mean,184.6756022795317
1692,no transition,Equal - mean,169.50700320242288
1693,no transition,Equal - mean,167.77391211325317
1694,no transition,Equal - mean,189.19462515118886
1695,no transition,Equal - mean,178.12124690261706
1696,no transition,Equal - mean,188.23283656151162
1697,no transition,Equal - mean,178.02303280772662
1698,no transition,Equal - mean,168.1715011742391
1699,no transition,Equal - mean,167.31011689430463
1700,no transition,Equal - mean,177.1023586781765
1701,no transition,Equal - mean,193.16353019112492
1702,no transition,Equal - mean,179.471865924811
1703,no transition,Equal - mean,162.6413239037731
1704,no transition,Equal - mean,180.72602966751907
1705,no transition,Equal - mean,183.10603937458157
1706,no transition,Equal - mean,189.02685470006335
1707,no transition,Equal - mean,173.75191134763372
1708,no transition,Equal - mean,173.0453317607053
1709,no transition,Equal - mean,189.13509451345539
1710,no transition,Equal - mean,161.72435033556357
1711,no transition,Equal - mean,185.50148700647358
1712,no transition,Equal - mean,179.90246609403206
1713,no transition,Equal - mean,164.71069162994496
1714,no transition,Equal - mean,178.66965220387985
1715,no transition,Equal - mean,232.026882476436
1716,no transition,Equal - mean,190.4339928543215
1717,no transition,Equal - mean,214.46931803087125
1718,no transition,Equal - mean,163.33989001755705
1719,no transition,Equal - mean,168.25397308144574
1720,no transition,Equal - mean,198.58856809896872
1721,no transition,Equal - mean,165.63545259745368
1722,no transition,Equal - mean,186.24356028265436
1723,no transition,Equal - mean,141.13461510070357
1724,no transition,Equal - mean,171.35273737769288
1725,no transition,Equal - mean,194.08517449522017
1726,no transition,Equal - mean,149.293775104063
1727,no transition,Equal - mean,188.19604038332102
1728,no transition,Equal - mean,173.07845632302707
1729,no transition,Equal - mean,159.73379388085678
1730,no transition,Equal - mean,178.84538046047504
1731,no transition,Equal - mean,171.83103824736193
1732,no transition,Equal - mean,163.5657598968713
1733,no transition,Equal - mean,182.60043528608034
1734,no transition,Equal - mean,181.3750805708396
1735,no transition,Equal - mean,189.33358623013228
1736,no transition,Equal - mean,160.61854947637804
1737,no transition,Equal - mean,162.99447012409425
1738,no transition,Equal - mean,171.89737840536063
1739,no transition,Equal - mean,175.05748070145088
1740,no transition,Equal - mean,160.82816687167585
1741,no transition,Equal - mean,183.36474513748863
1742,no transition,Equal - mean,178.3028891997467
1743,no transition,Equal - mean,185.46898191175333
1744,no transition,Equal - mean,169.83371050048558
1745,no transition,Equal - mean,183.58243648597642
1746,no transition,Equal - mean,155.741551111644
1747,no transition,Equal - mean,195.4506658976766
1748,no transition,Equal - mean,176.94170894101075
1749,no transition,Equal - mean,175.40403907889188
1750,no transition,Equal - mean,166.88741393761984
1751,no transition,Equal - mean,158.7749123215352
1752,no transition,Equal - mean,168.59058066949592
1753,no transition,Equal - mean,151.16766134023382
1754,no transition,Equal - mean,161.10715915223793
1755,no transition,Equal - mean,208.80492885993218
1756,no transition,Equal - mean,193.01560561128161
1757,no transition,Equal - mean,174.39620181593187
1758,no transition,Equal - mean,195.92812735056637
1759,no transition,Equal - mean,202.19286816544926
1760,no transition,Equal - mean,146.8074901439473
1761,no transition,Equal - mean,168.84820204572472
1762,no transition,Equal - mean,189.59971665607188
1763,no transition,Equal - mean,188.87863717051457
1764,no transition,Equal - mean,180.08696805750975
1765,no transition,Equal - mean,166.71960540127324
1766,no transition,Equal - mean,173.8246750381321
1767,no transition,Equal - mean,173.78928749597512
1768,no transition,Equal - mean,177.03150667058875
1769,no transition,Equal - mean,183.45164708806186
1770,no transition,Equal - mean,158.3576015365358
1771,no transition,Equal - mean,171.7965830564092
1772,no transition,Equal - mean,174.3160259274352
1773,no transition,Equal - mean,178.526760378828
1774,no transition,Equal - mean,193.17865936535267
1775,no transition,Equal - mean,162.54334268048262
1776,no transition,Equal - mean,175.47263126807388
1777,no transition,Equal - mean,168.20264581033544
1778,no transition,Equal - mean,167.93454024392094
1779,no transition,Equal - mean,183.92858327740313
1780,no transition,Equal - mean,161.23785422292192
1781,no transition,Equal - mean,193.15068731361055
1782,no transition,Equal - mean,167.8089061788525
1783,no transition,Equal - mean,169.9033135978292
1784,no transition,Equal - mean,166.68212685170107
1785,no transition,Equal - mean,170.63333088292595
1786,no transition,Equal - mean,189.87494364274687
