Tech,n_breaks,AIC,BIC,Intercept,Initial production,Breakpoint 1,Breakpoint 2,Breakpoint 3,Breakpoint 4,Breakpoint 5,Breakpoint 6,Final production,LR 1,LR 2,LR 3,LR 4,LR 5,LR 6,LR 7,Number of observations
Styrene,0,-56.841509984398385,-55.56339532516787,,3.1696856924223016,,,,,,,4.6143037490966945,12.310424290756695,,,,,,,15
Styrene,1,-65.0407765629989,-62.484547244537865,1.368991894942099,3.1696856924223016,3.8472037387901405,,,,,,4.6143037490966945,5.771766298805748,26.075022545197402,,,,,,15
Aluminum,0,-77.548221348958,-76.00304390447843,,3.4268556637770167,,,,,,,4.647002484694116,3.55331309146224,,,,,,,17
CCGT_Power,0,-27.903738705845214,-26.933925406269214,,3.172013698328195,,,,,,,4.927996109798266,3.649531103910697,,,,,,,13
CCGT_Power,1,-39.140101109430134,-37.200474510278134,2.479608734965549,3.172013698328195,4.42024809703691,,,,,,4.927996109798266,-4.8894274580628005,19.074813218247222,,,,,,13
BisphenolA,0,-55.60884977270308,-54.47895105778001,,1.9342673761457987,,,,,,,3.18245866579148,13.663517362199562,,,,,,,14
BisphenolA,1,-60.68714414196103,-58.42734671211488,1.856364033733196,1.9342673761457987,2.8586532420472754,,,,,,3.18245866579148,12.668399073379277,33.085982060286625,,,,,,14
EthyleneGlycol,0,-44.11109150503455,-43.14127820545855,,3.1506466766775714,,,,,,,4.404704476307177,8.762424433798211,,,,,,,13
EthyleneGlycol,1,-58.30056312356673,-56.36093652441473,1.3357623718833573,3.1506466766775714,3.9078258048524654,,,,,,4.404704476307177,6.405385035050493,30.528901578427213,,,,,,13
Methanol,0,-35.961440707953344,-34.54534030574892,,2.6168254585171735,,,,,,,3.8423741405058927,19.31571712677751,,,,,,,16
Methanol,1,-46.06431570702914,-43.232114902620296,0.972711113530748,2.6168254585171735,3.6223236221226913,,,,,,3.8423741405058927,8.973979225255668,64.91802790942847,,,,,,16
